From,To,Species,Gene Name,,,,,,,,,Gene stable ID,Transcript stable ID,,,,Elements only in List 2 :
101244176,Solyc04g015750.3,Solanum lycopersicum,"magnesium-chelatase subunit ChlH, chloroplastic(LOC101244176)",,,,,,,,,Solyc03g115070.1,Solyc03g115070.1.1,,,,
101247686,Solyc02g076680.3,Solanum lycopersicum,uncharacterized LOC101247686(LOC101247686),,,,,,,,,Solyc03g112760.3,Solyc03g112760.3.1,,,,
101261977,Solyc10g086240.2,Solanum lycopersicum,UDP-glycosyltransferase 86A1-like(LOC101261977),,,,,,,,,Solyc04g063390.2,Solyc04g063390.2.1,,,,
101248539,Solyc02g077090.3,Solanum lycopersicum,"protein CHUP1, chloroplastic(LOC101248539)",,,,,,,,,Solyc05g009370.3,Solyc05g009370.3.1,,,,
101249863,Solyc01g102720.3,Solanum lycopersicum,SRPBCC ligand-binding domain superfamily protein(LOC101249863),,,,,,,,,Solyc06g053840.3,Solyc06g053840.3.1,,,,
101249865,Solyc10g006530.3,Solanum lycopersicum,"photosynthetic NDH subunit of lumenal location 3, chloroplastic(LOC101249865)",,,,,,,,,Solyc08g005980.3,Solyc08g005980.3.1,,,,
104649487,Solyc10g006370.3,Solanum lycopersicum,ankyrin repeat family protein(LOC104649487),,,,,,,,,Solyc03g034170.3,Solyc03g034170.3.1,,,,
100037511,Solyc01g009070.3,Solanum lycopersicum,GAMyb-like1(LOC100037511),,,,,,,,,Solyc04g049630.3,Solyc04g049630.3.1,,,,
101247689,Solyc02g067050.3,Solanum lycopersicum,UPF0301 protein CHU_1773(LOC101247689),,,,,,,,,Solyc05g054860.1,Solyc05g054860.1.1,,,,
101261939,Solyc08g015960.3,Solanum lycopersicum,aminoacyl tRNA synthase complex-interacting multifunctional protein 1(LOC101261939),,,,,,,,,Solyc06g005600.3,Solyc06g005600.3.1,,,,
101260609,Solyc03g007760.3,Solanum lycopersicum,uncharacterized LOC101260609(LOC101260609),,,,,,,,,Solyc06g060590.3,Solyc06g060590.3.1,,,,
101248960,Solyc03g111935.1,Solanum lycopersicum,cytochrome P450 71A4-like(LOC101248960),,,,,,,,,Solyc09g013110.3,Solyc09g013110.3.1,,,,
101244120,Solyc01g090880.3,Solanum lycopersicum,putative pre-16S rRNA nuclease(LOC101244120),,,,,,,,,Solyc10g008740.3,Solyc10g008740.3.1,,,,
101265062,Solyc01g058670.3,Solanum lycopersicum,transcription factor bHLH148(LOC101265062),,,,,,,,,Solyc01g109500.3,Solyc01g109500.3.1,,,,
101253079,Solyc04g056580.3,Solanum lycopersicum,uncharacterized LOC101253079(LOC101253079),,,,,,,,,Solyc02g087850.1,Solyc02g087850.1.1,,,,
101256588,Solyc05g014310.3,Solanum lycopersicum,"protein HHL1, chloroplastic(LOC101256588)",,,,,,,,,Solyc07g008540.3,Solyc07g008540.3.1,,,,
100736435,Solyc07g008240.3,Solanum lycopersicum,non-symbiotic hemoglobin class 1(Glb1),,,,,,,,,Solyc09g075900.3,Solyc09g075900.3.1,,,,
101246302,Solyc11g008480.2,Solanum lycopersicum,"psbP domain-containing protein 7, chloroplastic(LOC101246302)",,,,,,,,,Solyc04g007210.3,Solyc04g007210.3.1,,,,
101260611,Solyc03g025310.3,Solanum lycopersicum,"sec-independent protein translocase protein TATB, chloroplastic(LOC101260611)",,,,,,,,,Solyc07g054740.3,Solyc07g054740.3.1,,,,
101245458,Solyc05g012380.3,Solanum lycopersicum,PLASMODESMATA CALLOSE-BINDING PROTEIN 3(LOC101245458),,,,,,,,,Solyc01g096080.3,Solyc01g096080.3.1,,,,
101268578,Solyc06g008960.3,Solanum lycopersicum,mediator of RNA polymerase II transcription subunit 33A-like(LOC101268578),,,,,,,,,Solyc10g086150.2,Solyc10g086150.2.1,,,,
101246305,Solyc02g080990.2,Solanum lycopersicum,"leucine--tRNA ligase, chloroplastic/mitochondrial(LOC101246305)",,,,,,,,,Solyc05g014250.3,Solyc05g014250.3.1,,,,
101246304,Solyc02g082120.3,Solanum lycopersicum,uncharacterized LOC101246304(LOC101246304),,,,,,,,,Solyc09g013100.3,Solyc09g013100.3.1,,,,
101245456,Solyc04g080830.3,Solanum lycopersicum,pentatricopeptide repeat-containing protein(LOC101245456),,,,,,,,,Solyc03g083360.3,Solyc03g083360.3.1,,,,
101259608,Solyc11g072970.2,Solanum lycopersicum,nudix hydrolase 9(LOC101259608),,,,,,,,,Solyc07g061790.3,Solyc07g061790.3.1,,,,
101261948,Solyc01g005080.3,Solanum lycopersicum,65-kDa microtubule-associated protein 6(LOC101261948),,,,,,,,,Solyc08g077460.3,Solyc08g077460.3.1,,,,
101258753,Solyc05g048830.3,Solanum lycopersicum,transcription factor MYB41-like(LOC101258753),,,,,,,,,Solyc01g007750.3,Solyc01g007750.3.1,,,,
101257421,Solyc02g090100.1,Solanum lycopersicum,uncharacterized LOC101257421(LOC101257421),,,,,,,,,Solyc10g039290.2,Solyc10g039290.2.1,,,,
101259600,Solyc11g009070.2,Solanum lycopersicum,uncharacterized LOC101259600(LOC101259600),,,,,,,,,Solyc05g009420.1,Solyc05g009420.1.1,,,,
101254397,Solyc06g062760.3,Solanum lycopersicum,uncharacterized LOC101254397(LOC101254397),,,,,,,,,Solyc02g093620.1,Solyc02g093620.1.1,,,,
101265073,Solyc01g103430.3,Solanum lycopersicum,shaggy-related protein kinase kappa(LOC101265073),,,,,,,,,Solyc03g034190.3,Solyc03g034190.3.1,,,,
101255244,Solyc09g092670.3,Solanum lycopersicum,cytochrome P450 83B1(LOC101255244),,,,,,,,,Solyc03g117640.1,Solyc03g117640.1.1,,,,
101255246,Solyc01g102980.3,Solanum lycopersicum,zinc-finger homeodomain protein 4(LOC101255246),,,,,,,,,Solyc06g069730.3,Solyc06g069730.3.1,,,,
101257426,Solyc11g011170.2,Solanum lycopersicum,"senescence-associated protein SPA15, chloroplastic(LOC101257426)",,,,,,,,,Solyc06g060560.3,Solyc06g060560.3.1,,,,
101268109,Solyc06g035700.1,Solanum lycopersicum,ethylene-responsive transcription factor ERF025-like(LOC101268109),,,,,,,,,Solyc07g053540.1,Solyc07g053540.1.1,,,,
101244119,Solyc09g072900.3,Solanum lycopersicum,"endo-1,3;1,4-beta-D-glucanase(LOC101244119)",,,,,,,,,Solyc08g007120.3,Solyc08g007120.3.1,,,,
101265077,Solyc10g047960.2,Solanum lycopersicum,probable pectin methylesterase CGR3(LOC101265077),,,,,,,,,Solyc09g011300.3,Solyc09g011300.3.1,,,,
101247622,Solyc05g050550.3,Solanum lycopersicum,uncharacterized protein At4g00950-like(LOC101247622),,,,,,,,,Solyc02g087840.3,Solyc02g087840.3.1,,,,
100134913,Solyc06g054010.3,Solanum lycopersicum,"inositol-1,4,5-triphosphate-5-phosphatase(5PT3)",,,,,,,,,Solyc02g068910.3,Solyc02g068910.3.1,,,,
101247625,Solyc06g068880.3,Solanum lycopersicum,serine carboxypeptidase-like 45(LOC101247625),,,,,,,,,Solyc03g119110.3,Solyc03g119110.3.1,,,,
101268106,Solyc05g054340.3,Solanum lycopersicum,putative late blight resistance protein homolog R1A-3(LOC101268106),,,,,,,,,Solyc09g074650.3,Solyc09g074650.3.1,,,,
101248953,Solyc03g083720.1,Solanum lycopersicum,21 kDa protein-like(LOC101248953),,,,,,,,,Solyc01g087730.3,Solyc01g087730.3.1,,,,
101266373,Solyc10g051050.2,Solanum lycopersicum,putative late blight resistance protein homolog R1A-10(LOC101266373),,,,,,,,,Solyc01g105050.3,Solyc01g105050.3.1,,,,
101256123,Solyc09g074650.3,Solanum lycopersicum,"peptide chain release factor APG3, chloroplastic(LOC101256123)",,,,,,,,,Solyc05g041430.3,Solyc05g041430.3.1,,,,
101265040,Solyc06g062480.3,Solanum lycopersicum,ELF3-like protein 2(LOC101265040),,,,,,,,,Solyc06g075610.1,Solyc06g075610.1.1,,,,
101264192,Solyc12g088830.2,Solanum lycopersicum,protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1-like(LOC101264192),,,,,,,,,Solyc08g081160.3,Solyc08g081160.3.1,,,,
101259631,Solyc05g008350.3,Solanum lycopersicum,ABC transporter G family member 11(ABCG11),,,,,,,,,Solyc02g091500.1,Solyc02g091500.1.1,,,,
101258785,Solyc09g090410.3,Solanum lycopersicum,"50S ribosomal protein L28, chloroplastic(LOC101258785)",,,,,,,,,Solyc11g013450.2,Solyc11g013450.2.1,,,,
101257455,Solyc03g117560.3,Solanum lycopersicum,lamin-like protein(LOC101257455),,,,,,,,,Solyc11g066050.1,Solyc11g066050.1.1,,,,
101256124,Solyc01g087730.3,Solanum lycopersicum,"50S ribosomal protein L1, chloroplastic(LOC101256124)",,,,,,,,,Solyc08g082010.3,Solyc08g082010.3.1,,,,
101259632,Solyc05g013160.3,Solanum lycopersicum,"ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplastic(LOC101259632)",,,,,,,,,Solyc10g039270.2,Solyc10g039270.2.1,,,,
101258789,Solyc01g100970.3,Solanum lycopersicum,pyrrolidone-carboxylate peptidase(LOC101258789),,,,,,,,,Solyc11g008910.2,Solyc11g008910.2.1,,,,
101266378,Solyc10g084970.2,Solanum lycopersicum,uncharacterized LOC101266378(LOC101266378),,,,,,,,,Solyc12g096390.2,Solyc12g096390.2.1,,,,
101253094,Solyc06g073260.3,Solanum lycopersicum,"chloroplast stem-loop binding protein of 41 kDa b, chloroplastic(LOC101253094)",,,,,,,,,Solyc07g007020.3,Solyc07g007020.3.1,,,,
101248987,Solyc07g008260.3,Solanum lycopersicum,uncharacterized LOC101248987(LOC101248987),,,,,,,,,Solyc07g047710.3,Solyc07g047710.3.1,,,,
101244145,Solyc02g081150.1,Solanum lycopersicum,uncharacterized LOC101244145(LOC101244145),,,,,,,,,Solyc08g068160.2,Solyc08g068160.2.1,,,,
101247655,Solyc01g067295.1,Solanum lycopersicum,uncharacterized LOC101247655(LOC101247655),,,,,,,,,Solyc08g075120.3,Solyc08g075120.3.1,,,,
100316902,Solyc01g097340.3,Solanum lycopersicum,"GDP-mannose 3',5'-epimerase(GME1)",,,,,,,,,Solyc01g006500.3,Solyc01g006500.3.1,,,,
101245475,Solyc07g045050.3,Solanum lycopersicum,4-hydroxyphenylpyruvate dioxygenase(LOC101245475),,,,,,,,,Solyc09g008440.1,Solyc09g008440.1.1,,,,
101248983,Solyc06g066640.3,Solanum lycopersicum,"photosystem I reaction center subunit VI-1, chloroplastic-like(LOC101248983)",,,,,,,,,Solyc02g084020.3,Solyc02g084020.3.1,,,,
100316900,Solyc04g074980.3,Solanum lycopersicum,LeTIR(LOC100316900),,,,,,,,,Solyc11g066080.1,Solyc11g066080.1.1,,,,
101247658,Solyc01g088650.3,Solanum lycopersicum,"probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase(LOC101247658)",,,,,,,,,Solyc05g014310.3,Solyc05g014310.3.1,,,,
101267228,Solyc04g071360.3,Solanum lycopersicum,trihelix transcription factor GT-2(LOC101267228),,,,,,,,,Solyc06g083080.3,Solyc06g083080.3.1,,,,
101268560,Solyc03g114450.3,Solanum lycopersicum,"calcium sensing receptor, chloroplastic(LOC101268560)",,,,,,,,,Solyc08g079790.1,Solyc08g079790.1.1,,,,
101261926,Solyc06g071900.3,Solanum lycopersicum,"pentatricopeptide repeat-containing protein At1g07590, mitochondrial(LOC101261926)",,,,,,,,,Solyc01g105030.3,Solyc01g105030.3.1,,,,
101255264,Solyc11g051160.2,Solanum lycopersicum,patellin-3-like(LOC101255264),,,,,,,,,Solyc04g009540.1,Solyc04g009540.1.1,,,,
101250810,Solyc06g066580.3,Solanum lycopersicum,transcription factor bHLH68(LOC101250810),,,,,,,,,Solyc10g054420.2,Solyc10g054420.2.1,,,,
101265059,Solyc09g010420.3,Solanum lycopersicum,"arginine biosynthesis bifunctional protein ArgJ, chloroplastic(LOC101265059)",,,,,,,,,Solyc04g076390.3,Solyc04g076390.3.1,,,,
101258771,Solyc07g062950.3,Solanum lycopersicum,protein RICE SALT SENSITIVE 3(LOC101258771),,,,,,,,,Solyc05g008230.3,Solyc05g008230.3.1,,,,
101250803,Solyc05g047540.3,Solanum lycopersicum,pentatricopeptide repeat-containing protein At3g42630(LOC101250803),,,,,,,,,Solyc02g094590.3,Solyc02g094590.3.1,,,,
101268563,Solyc04g010190.1,Solanum lycopersicum,uncharacterized LOC101268563(LOC101268563),,,,,,,,,Solyc09g090360.3,Solyc09g090360.3.1,,,,
101244135,Solyc10g079610.2,Solanum lycopersicum,strictosidine synthase 1(LOC101244135),,,,,,,,,Solyc03g119530.3,Solyc03g119530.3.1,,,,
101248972,Solyc05g006650.3,Solanum lycopersicum,transcription factor BHLH094(LOC101248972),,,,,,,,,Solyc04g015040.3,Solyc04g015040.3.1,,,,
101268567,Solyc04g071470.3,Solanum lycopersicum,uncharacterized LOC101268567(LOC101268567),,,,,,,,,Solyc04g025290.3,Solyc04g025290.3.1,,,,
101244136,Solyc10g083940.1,Solanum lycopersicum,uncharacterized LOC101244136(LOC101244136),,,,,,,,,Solyc01g103460.2,Solyc01g103460.2.1,,,,
101244560,Solyc03g078000.3,Solanum lycopersicum,vacuolar glucose transporter 1(VGT1),,,,,,,,,Solyc11g011160.1,Solyc11g011160.1.1,,,,
100498663,Solyc07g016180.3,Solanum lycopersicum,auxin response factor 19a(ARF19A),,,,,,,,,Solyc03g025420.3,Solyc03g025420.3.1,,,,
101267682,Solyc12g006800.2,Solanum lycopersicum,myb family transcription factor EFM(LOC101267682),,,,,,,,,Solyc08g007040.3,Solyc08g007040.3.1,,,,
101256541,Solyc02g084020.3,Solanum lycopersicum,small nuclear ribonucleoprotein SmD3b(LOC101256541),,,,,,,,,Solyc10g080190.1,Solyc10g080190.1.1,,,,
101254364,Solyc12g042470.2,Solanum lycopersicum,methylecgonone reductase-like(LOC101254364),,,,,,,,,Solyc12g010840.2,Solyc12g010840.2.1,,,,
101255696,Solyc05g051560.3,Solanum lycopersicum,probable mitochondrial adenine nucleotide transporter BTL3(LOC101255696),,,,,,,,,Solyc03g083300.3,Solyc03g083300.3.1,,,,
101257878,Solyc07g065330.3,Solanum lycopersicum,germin-like protein subfamily 3 member 4(LOC101257878),,,,,,,,,Solyc03g119860.3,Solyc03g119860.3.1,,,,
101255215,Solyc07g052290.1,Solanum lycopersicum,"probable membrane metalloprotease ARASP2, chloroplastic(LOC101255215)",,,,,,,,,Solyc03g115000.3,Solyc03g115000.3.1,,,,
101266356,Solyc08g067250.3,Solanum lycopersicum,uncharacterized LOC101266356(LOC101266356),,,,,,,,,Solyc01g080100.3,Solyc01g080100.3.1,,,,
101264176,Solyc02g065110.3,Solanum lycopersicum,mitogen-activated protein kinase kinase kinase 5-like(LOC101264176),,,,,,,,,Solyc01g100910.3,Solyc01g100910.3.1,,,,
101255692,Solyc05g014250.3,Solanum lycopersicum,E3 ubiquitin-protein ligase AIRP2-like(LOC101255692),,,,,,,,,Solyc01g111070.3,Solyc01g111070.3.1,,,,
101245415,Solyc02g089520.2,Solanum lycopersicum,CONSTANS 3(CO3),,,,,,,,,Solyc11g005080.1,Solyc11g005080.1.1,,,,
101258716,Solyc11g009030.1,Solanum lycopersicum,"protein TRIGALACTOSYLDIACYLGLYCEROL 5, chloroplastic(LOC101258716)",,,,,,,,,Solyc04g072030.1,Solyc04g072030.1.1,,,,
101261903,Solyc03g114790.3,Solanum lycopersicum,isoaspartyl peptidase/L-asparaginase 1(LOC101261903),,,,,,,,,Solyc05g024430.3,Solyc05g024430.3.1,,,,
101245880,Solyc09g064500.3,Solanum lycopersicum,photosystem II reaction center Psb28 protein(LOC101245880),,,,,,,,,Solyc07g055000.2,Solyc07g055000.2.1,,,,
101261902,Solyc03g117340.1,Solanum lycopersicum,uncharacterized LOC101261902(LOC101261902),,,,,,,,,Solyc09g091580.3,Solyc09g091580.3.1,,,,
101268540,Solyc02g072160.3,Solanum lycopersicum,uncharacterized LOC101268540(LOC101268540),,,,,,,,,Solyc02g093550.3,Solyc02g093550.3.1,,,,
101257862,Solyc05g049880.3,Solanum lycopersicum,uncharacterized LOC101257862(LOC101257862),,,,,,,,,Solyc02g090100.1,Solyc02g090100.1.1,,,,
101266362,Solyc09g063140.3,Solanum lycopersicum,"protein LOW PSII ACCUMULATION 1, chloroplastic(LOC101266362)",,,,,,,,,Solyc11g011170.2,Solyc11g011170.2.1,,,,
101248918,Solyc09g091100.3,Solanum lycopersicum,coenzyme F420 hydrogenase_dehydrogenase beta subunit-like(LOC101248918),,,,,,,,,Solyc03g117560.3,Solyc03g117560.3.1,,,,
101265037,Solyc06g054450.2,Solanum lycopersicum,uncharacterized LOC101265037(LOC101265037),,,,,,,,,Solyc04g005120.3,Solyc04g005120.3.1,,,,
101266364,Solyc09g083190.3,Solanum lycopersicum,"photosynthetic NDH subunit of subcomplex B 5, chloroplastic(LOC101266364)",,,,,,,,,Solyc05g014370.3,Solyc05g014370.3.1,,,,
101261910,Solyc04g055010.3,Solanum lycopersicum,"protein SCO1 homolog 2, mitochondrial(LOC101261910)",,,,,,,,,Solyc05g054740.3,Solyc05g054740.3.1,,,,
101268541,Solyc02g070770.3,Solanum lycopersicum,"uncharacterized protein At2g34460, chloroplastic(LOC101268541)",,,,,,,,,Solyc08g079750.3,Solyc08g079750.3.1,,,,
101267697,Solyc04g014500.3,Solanum lycopersicum,"nudix hydrolase 18, mitochondrial-like(LOC101267697)",,,,,,,,,Solyc09g056170.3,Solyc09g056170.3.1,,,,
101257418,Solyc02g093550.3,Solanum lycopersicum,uncharacterized LOC101257418(LOC101257418),,,,,,,,,Solyc01g066640.2,Solyc01g066640.2.1,,,,
101254385,Solyc05g012790.3,Solanum lycopersicum,probable protein S-acyltransferase 22(LOC101254385),,,,,,,,,Solyc10g077040.2,Solyc10g077040.2.1,,,,
101257411,Solyc01g104270.3,Solanum lycopersicum,"protein RETICULATA-RELATED 1, chloroplastic-like(LOC101257411)",,,,,,,,,Solyc11g012360.2,Solyc11g012360.2.1,,,,
101258746,Solyc04g049340.3,Solanum lycopersicum,tyrosine-specific transport protein-like(LOC101258746),,,,,,,,,Solyc02g061780.3,Solyc02g061780.3.1,,,,
101254389,Solyc05g041860.3,Solanum lycopersicum,N-acetyltransferase 9-like protein(LOC101254389),,,,,,,,,Solyc06g083070.3,Solyc06g083070.3.1,,,,
101247618,Solyc05g056255.1,Solanum lycopersicum,"phenylalanine--tRNA ligase, chloroplastic/mitochondrial(LOC101247618)",,,,,,,,,Solyc01g100920.3,Solyc01g100920.3.1,,,,
101265484,Solyc10g005960.1,Solanum lycopersicum,fasciclin-like arabinogalactan protein 1(LOC101265484),,,,,,,,,Solyc04g015030.3,Solyc04g015030.3.1,,,,
101246763,Solyc01g102610.3,Solanum lycopersicum,ferric reduction oxidase 6(LOC101246763),,,,,,,,,Solyc06g084045.1,Solyc06g084045.1.1,,,,
104648561,Solyc07g063475.1,Solanum lycopersicum,receptor-like protein kinase THESEUS 1(LOC104648561),,,,,,,,,Solyc09g065270.3,Solyc09g065270.3.1,,,,
101267662,Solyc10g079480.1,Solanum lycopersicum,"lycopene beta cyclase, chloroplastic(LOC101267662)",,,,,,,,,Solyc02g083980.3,Solyc02g083980.3.1,,,,
101268510,Solyc09g065780.3,Solanum lycopersicum,beta-ketoacyl-synthase(LOC101268510),,,,,,,,,Solyc03g113880.3,Solyc03g113880.3.1,,,,
101244100,Solyc08g067370.1,Solanum lycopersicum,proline-rich receptor-like protein kinase PERK8(LOC101244100),,,,,,,,,Solyc04g005100.3,Solyc04g005100.3.1,,,,
101257407,Solyc09g091580.3,Solanum lycopersicum,uncharacterized protein sll0005(LOC101257407),,,,,,,,,Solyc05g054730.3,Solyc05g054730.3.1,,,,
104648557,Solyc07g063860.3,Solanum lycopersicum,uncharacterized LOC104648557(LOC104648557),,,,,,,,,Solyc06g071410.3,Solyc06g071410.3.1,,,,
101255228,Solyc08g077480.3,Solanum lycopersicum,myb-like protein D(LOC101255228),,,,,,,,,Solyc08g079740.3,Solyc08g079740.3.1,,,,
104649409,Solyc01g095530.2,Solanum lycopersicum,uncharacterized LOC104649409(LOC104649409),,,,,,,,,Solyc01g066590.3,Solyc01g066590.3.1,,,,
101256552,Solyc11g066080.1,Solanum lycopersicum,uncharacterized LOC101256552(LOC101256552),,,,,,,,,Solyc12g010870.2,Solyc12g010870.2.1,,,,
101255222,Solyc08g006930.3,Solanum lycopersicum,"photosystem I reaction center subunit psaK, chloroplastic(LOC101255222)",,,,,,,,,Solyc05g049880.3,Solyc05g049880.3.1,,,,
101253047,Solyc11g012980.1,Solanum lycopersicum,ethylene-responsive transcription factor ERF014(LOC101253047),,,,,,,,,Solyc10g005260.3,Solyc10g005260.3.1,,,,
101257405,Solyc01g090270.3,Solanum lycopersicum,nitrate regulatory gene2 protein-like(LOC101257405),,,,,,,,,Solyc03g098460.3,Solyc03g098460.3.1,,,,
101254370,Solyc03g119540.3,Solanum lycopersicum,zinc finger protein CONSTANS-LIKE 16(LOC101254370),,,,,,,,,Solyc05g016330.3,Solyc05g016330.3.1,,,,
101245421,Solyc02g069450.3,Solanum lycopersicum,"photosystem I reaction center subunit III, chloroplastic(LOC101245421)",,,,,,,,,Solyc06g005710.3,Solyc06g005710.3.1,,,,
104648550,Solyc07g065110.1,Solanum lycopersicum,putative lipid-transfer protein DIR1(LOC104648550),,,,,,,,,Solyc07g007350.1,Solyc07g007350.1.1,,,,
101248934,Solyc02g083180.3,Solanum lycopersicum,UPF0548 protein At2g17695(LOC101248934),,,,,,,,,Solyc03g095860.3,Solyc03g095860.3.1,,,,
101267677,Solyc02g093210.3,Solanum lycopersicum,PI-PLC X domain-containing protein At5g67130(LOC101267677),,,,,,,,,Solyc12g099650.2,Solyc12g099650.2.1,,,,
101257837,Solyc12g010870.2,Solanum lycopersicum,ATP synthase I-like protein(LOC101257837),,,,,,,,,Solyc03g113870.1,Solyc03g113870.1.1,,,,
104649438,Solyc01g095670.3,Solanum lycopersicum,"rhodanese-like domain-containing protein 4, chloroplastic(LOC104649438)",,,,,,,,,Solyc06g071420.3,Solyc06g071420.3.1,,,,
101254329,Solyc01g057200.3,Solanum lycopersicum,"pentatricopeptide repeat-containing protein At3g06430, chloroplastic(LOC101254329)",,,,,,,,,Solyc01g098640.3,Solyc01g098640.3.1,,,,
101256506,Solyc08g068160.2,Solanum lycopersicum,flavin monooxygenase-like protein(FZY2),,,,,,,,,Solyc02g092550.3,Solyc02g092550.3.1,,,,
101252143,Solyc11g065900.2,Solanum lycopersicum,DNA replication complex GINS protein SLD5(LOC101252143),,,,,,,,,Solyc03g120890.3,Solyc03g120890.3.1,,,,
101256509,Solyc08g075120.3,Solanum lycopersicum,rop guanine nucleotide exchange factor 14(LOC101256509),,,,,,,,,Solyc12g036500.2,Solyc12g036500.2.1,,,,
101253471,Solyc03g114030.3,Solanum lycopersicum,permease I-like protein(Per1),,,,,,,,,Solyc05g025510.3,Solyc05g025510.3.1,,,,
101257834,Solyc12g008420.2,Solanum lycopersicum,probable RNA-dependent RNA polymerase 5(LOC101257834),,,,,,,,,Solyc05g054720.3,Solyc05g054720.3.1,,,,
101256500,Solyc07g007020.3,Solanum lycopersicum,wall-associated receptor kinase-like 1(LOC101256500),,,,,,,,,Solyc06g074030.1,Solyc06g074030.1.1,,,,
101256502,Solyc07g047710.3,Solanum lycopersicum,"glucan endo-1,3-beta-glucosidase 12-like(LOC101256502)",,,,,,,,,Solyc07g054580.3,Solyc07g054580.3.1,,,,
101263285,Solyc03g013240.3,Solanum lycopersicum,uncharacterized LOC101263285(LOC101263285),,,,,,,,,Solyc08g008270.3,Solyc08g008270.3.1,,,,
101266793,Solyc11g068730.2,Solanum lycopersicum,bifunctional nitrilase/nitrile hydratase NIT4B(LOC101266793),,,,,,,,,Solyc12g017510.2,Solyc12g017510.2.1,,,,
104647252,Solyc05g006040.3,Solanum lycopersicum,"protein PLASTID REDOX INSENSITIVE 2, chloroplastic-like(LOC104647252)",,,,,,,,,Solyc05g051410.3,Solyc05g051410.3.1,,,,
101243677,Solyc12g019550.2,Solanum lycopersicum,uncharacterized LOC101243677(LOC101243677),,,,,,,,,Solyc06g051960.3,Solyc06g051960.3.1,,,,
101253468,Solyc12g094430.1,Solanum lycopersicum,glutathione S-transferase(LOC101253468),,,,,,,,,Solyc06g084480.3,Solyc06g084480.3.1,,,,
101254317,Solyc07g063190.3,Solanum lycopersicum,thioredoxin 1(LOC101254317),,,,,,,,,Solyc07g008670.3,Solyc07g008670.3.1,,,,
101263293,Solyc12g056150.2,Solanum lycopersicum,uncharacterized LOC101263293(LOC101263293),,,,,,,,,Solyc11g009020.2,Solyc11g009020.2.1,,,,
101264140,Solyc08g029090.3,Solanum lycopersicum,uncharacterized LOC101264140(LOC101264140),,,,,,,,,Solyc04g039730.3,Solyc04g039730.3.1,,,,
101254793,Solyc05g014190.3,Solanum lycopersicum,uncharacterized LOC101254793(LOC101254793),,,,,,,,,Solyc06g064550.3,Solyc06g064550.3.1,,,,
101255645,Solyc10g086150.2,Solanum lycopersicum,"29 kDa ribonucleoprotein B, chloroplastic(LOC101255645)",,,,,,,,,Solyc08g081060.3,Solyc08g081060.3.1,,,,
