From,To,Species,Gene Name,Gene stable ID,Transcript stable ID,,,Elements only in List 1 :
101246165,Solyc08g069000.3,Solanum lycopersicum,zinc transport protein ZntB(LOC101246165),Solyc07g056070.2,Solyc07g056070.2.1,,,
101247496,Solyc03g019650.3,Solanum lycopersicum,protein NUCLEAR FUSION DEFECTIVE 4(LOC101247496),Solyc08g062860.3,Solyc08g062860.3.1,,,
101267065,Solyc01g102290.3,Solanum lycopersicum,protein RARE-COLD-INDUCIBLE 2B-like(LOC101267065),Solyc02g062100.3,Solyc02g062100.3.1,,,
101251999,Solyc06g082220.3,Solanum lycopersicum,transcription initiation factor TFIID subunit 15b(LOC101251999),Solyc06g063060.3,Solyc06g063060.3.1,,,
101251512,Solyc09g082470.3,Solanum lycopersicum,serine/threonine-protein kinase STY13(LOC101251512),Solyc08g077550.3,Solyc08g077550.3.1,,,
101252838,Solyc02g079170.3,Solanum lycopersicum,"external alternative NAD(P)H-ubiquinone oxidoreductase B2, mitochondrial(LOC101252838)",Solyc08g075400.3,Solyc08g075400.3.1,,,
101259474,Solyc09g010740.3,Solanum lycopersicum,uncharacterized LOC101259474(LOC101259474),Solyc12g099900.1,Solyc12g099900.1.1,,,
101260435,Solyc05g017760.3,Solanum lycopersicum,acetyl-CoA C-acetyltranferase 1(ACAT1),Solyc02g082900.3,Solyc02g082900.3.1,,,
101257290,Solyc08g074760.3,Solanum lycopersicum,LRR receptor-like serine/threonine-protein kinase FEI 2(LOC101257290),Solyc11g020810.2,Solyc11g020810.2.1,,,
101260434,Solyc05g008380.3,Solanum lycopersicum,uncharacterized LOC101260434(LOC101260434),Solyc06g053790.3,Solyc06g053790.3.1,,,
101249663,Solyc07g062130.3,Solanum lycopersicum,"trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1(LOC101249663)",Solyc07g056050.1,Solyc07g056050.1.1,,,
101251980,Solyc05g012660.2,Solanum lycopersicum,uncharacterized LOC101251980(LOC101251980),Solyc01g099680.3,Solyc01g099680.3.1,,,
104644556,Solyc11g017390.2,Solanum lycopersicum,uncharacterized LOC104644556(LOC104644556),Solyc02g089110.3,Solyc02g089110.3.1,,,
101258138,Solyc03g083250.3,Solanum lycopersicum,"CLP protease regulatory subunit CLPX1, mitochondrial(LOC101258138)",Solyc02g090310.1,Solyc02g090310.1.1,,,
101251503,Solyc09g007520.3,Solanum lycopersicum,peroxidase 21(LOC101251503),Solyc02g087950.3,Solyc02g087950.3.1,,,
101261772,Solyc11g017000.2,Solanum lycopersicum,uncharacterized LOC101261772(LOC101261772),Solyc11g071470.1,Solyc11g071470.1.1,,,
101264804,Solyc03g098090.2,Solanum lycopersicum,CASP-like protein 4D1(LOC101264804),Solyc06g005480.3,Solyc06g005480.3.1,,,
101247006,Solyc03g118010.3,Solanum lycopersicum,ribonuclease TUDOR 1(LOC101247006),Solyc01g009030.3,Solyc01g009030.3.1,,,
101247005,Solyc03g119240.3,Solanum lycopersicum,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2(LOC101247005),Solyc11g013030.2,Solyc11g013030.2.1,,,
101247003,Solyc12g098960.2,Solanum lycopersicum,probable receptor-like protein kinase At5g18500(LOC101247003),Solyc03g116630.3,Solyc03g116630.3.1,,,
101248334,Solyc01g100480.3,Solanum lycopersicum,uncharacterized LOC101248334(LOC101248334),Solyc02g072120.3,Solyc02g072120.3.1,,,
101263954,Solyc02g093310.3,Solanum lycopersicum,PI-PLC X domain-containing protein At5g67130(LOC101263954),Solyc03g095650.3,Solyc03g095650.3.1,,,
101262623,Solyc06g075170.1,Solanum lycopersicum,uncharacterized LOC101262623(LOC101262623),Solyc04g015200.3,Solyc04g015200.3.1,,,
101263951,Solyc10g079770.2,Solanum lycopersicum,triacylglycerol lipase SDP1(LOC101263951),Solyc04g063280.3,Solyc04g063280.3.1,,,
101246341,Solyc04g074960.3,Solanum lycopersicum,esterase CG5412(LOC101246341),Solyc05g012770.3,Solyc05g012770.3.1,,,
101246341,Solyc04g074950.3,Solanum lycopersicum,esterase CG5412(LOC101246341),Solyc05g041920.3,Solyc05g041920.3.1,,,
101262828,Solyc07g054300.3,Solanum lycopersicum,probable protein phosphatase 2C 52(LOC101262828),Solyc06g075800.1,Solyc06g075800.1.1,,,
101257475,Solyc06g051920.3,Solanum lycopersicum,cyclic nucleotide-gated ion channel 1-like(CNGC5),Solyc01g079940.3,Solyc01g079940.3.1,,,
101257479,Solyc06g069570.3,Solanum lycopersicum,SNAP25 homologous protein SNAP33(LOC101257479),Solyc02g093700.3,Solyc02g093700.3.1,,,
101259658,Solyc08g081000.3,Solanum lycopersicum,lysine-specific demethylase 5A(LOC101259658),Solyc12g014010.2,Solyc12g014010.2.1,,,
101258320,Solyc10g086780.2,Solanum lycopersicum,probable 2-oxoglutarate-dependent dioxygenase ANS(LOC101258320),Solyc03g111710.3,Solyc03g111710.3.1,,,
101055603,Solyc06g076100.3,Solanum lycopersicum,Hop-interacting protein THI109(LOC101055603),Solyc04g082210.3,Solyc04g082210.3.1,,,
101055601,Solyc02g093710.1,Solanum lycopersicum,Hop-interacting protein THI031(LOC101055601),Solyc05g010590.3,Solyc05g010590.3.1,,,
101245014,Solyc11g007080.1,Solanum lycopersicum,protein YIPF5 homolog(LOC101245014),Solyc05g051660.1,Solyc05g051660.1.1,,,
101244167,Solyc03g093800.1,Solanum lycopersicum,glycine-rich cell wall structural protein 2(LOC101244167),Solyc07g065270.1,Solyc07g065270.1.1,,,
101262833,Solyc07g066260.3,Solanum lycopersicum,PP2C protein phosphatase Pic1(Pic1),Solyc01g006150.3,Solyc01g006150.3.1,,,
101245497,Solyc01g095270.3,Solanum lycopersicum,uncharacterized LOC101245497(LOC101245497),Solyc09g066490.3,Solyc09g066490.3.1,,,
101245013,Solyc02g090740.3,Solanum lycopersicum,protein DETOXIFICATION 48(LOC101245013),Solyc01g098400.3,Solyc01g098400.3.1,,,
101245013,Solyc02g090750.3,Solanum lycopersicum,protein DETOXIFICATION 48(LOC101245013),Solyc10g012370.3,Solyc10g012370.3.1,,,
101262830,Solyc07g045350.3,Solanum lycopersicum,acetyl-CoA C-acetyltranferase 3(ACAT3),Solyc10g054560.2,Solyc10g054560.2.1,,,
101245018,Solyc11g018610.2,Solanum lycopersicum,calcium-dependent protein kinase 11-like(LOC101245018),Solyc10g054570.2,Solyc10g054570.2.1,,,
101260652,Solyc06g069490.3,Solanum lycopersicum,transmembrane protein adipocyte-associated 1 homolog(LOC101260652),Solyc10g054590.2,Solyc10g054590.2.1,,,
101260653,Solyc06g069600.2,Solanum lycopersicum,transcription factor UNE10-like(LOC101260653),Solyc10g050060.2,Solyc10g050060.2.1,,,
101247679,Solyc11g008540.2,Solanum lycopersicum,endoribonuclease Dicer 2c(DCL2c),Solyc02g082850.3,Solyc02g082850.3.1,,,
101260654,Solyc06g083900.3,Solanum lycopersicum,transcription factor MYB13-like(LOC101260654),Solyc03g044910.1,Solyc03g044910.1.1,,,
101245484,Solyc09g020140.3,Solanum lycopersicum,GPN-loop GTPase 3-like protein(LOC101245484),Solyc07g052350.3,Solyc07g052350.3.1,,,
101268143,Solyc01g096510.2,Solanum lycopersicum,"sigma factor binding protein 1, chloroplastic(LOC101268143)",Solyc02g071120.3,Solyc02g071120.3.1,,,
101257465,Solyc04g080290.3,Solanum lycopersicum,phosphatidylinositol transfer protein 3(LOC101257465),Solyc06g075790.3,Solyc06g075790.3.1,,,
101258318,Solyc02g093520.3,Solanum lycopersicum,E3 ubiquitin-protein ligase RGLG2-like(RFP1),Solyc08g081240.3,Solyc08g081240.3.1,,,
101259649,Solyc07g053360.3,Solanum lycopersicum,seed biotin-containing protein SBP65-like(LOC101259649),Solyc10g083210.2,Solyc10g083210.2.1,,,
101259641,Solyc06g075370.3,Solanum lycopersicum,dof zinc finger protein DOF2.1(LOC101259641),Solyc04g074580.1,Solyc04g074580.1.1,,,
104647281,Solyc05g008880.1,Solanum lycopersicum,uncharacterized LOC104647281(LOC104647281),Solyc05g051515.1,Solyc05g051515.1.1,,,
101244155,Solyc06g074670.3,Solanum lycopersicum,UDP-D-apiose/UDP-D-xylose synthase 2(LOC101244155),Solyc04g081150.3,Solyc04g081150.3.1,,,
104647284,Solyc05g009340.1,Solanum lycopersicum,uncharacterized LOC104647284(LOC104647284),Solyc05g014120.1,Solyc05g014120.1.1,,,
101260663,Solyc08g068350.3,Solanum lycopersicum,uncharacterized LOC101260663(LOC101260663),Solyc06g051720.3,Solyc06g051720.3.1,,,
101261512,Solyc04g072280.3,Solanum lycopersicum,laccase-14-like(LOC101261512),Solyc08g067960.3,Solyc08g067960.3.1,,,
101248996,Solyc08g062490.3,Solanum lycopersicum,probable WRKY transcription factor 75(LOC101248996),Solyc09g082570.3,Solyc09g082570.3.1,,,
101268590,Solyc07g064800.3,Solanum lycopersicum,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 2, mitochondrial(LOC101268590)",Solyc01g098430.3,Solyc01g098430.3.1,,,
101262805,Solyc04g054980.3,Solanum lycopersicum,PLAT domain-containing protein 3(LOC101262805),Solyc11g072660.2,Solyc11g072660.2.1,,,
101244185,Solyc05g013660.3,Solanum lycopersicum,uncharacterized LOC101244185(LOC101244185),Solyc03g119980.3,Solyc03g119980.3.1,,,
101258346,Solyc12g056650.2,Solanum lycopersicum,protein GIGANTEA-like(LOC101258346),Solyc05g010440.2,Solyc05g010440.2.1,,,
101265085,Solyc02g092240.3,Solanum lycopersicum,uncharacterized LOC101265085(LOC101265085),Solyc06g084190.3,Solyc06g084190.3.1,,,
101259678,Solyc01g103170.3,Solanum lycopersicum,uncharacterized LOC101259678(LOC101259678),Solyc07g041750.3,Solyc07g041750.3.1,,,
101265084,Solyc10g085500.2,Solanum lycopersicum,cytochrome P450 76A2(LOC101265084),Solyc04g007230.3,Solyc04g007230.3.1,,,
101259675,Solyc01g099910.3,Solanum lycopersicum,epoxide hydrolase A(LOC101259675),Solyc04g063350.3,Solyc04g063350.3.1,,,
101257012,Solyc01g099810.3,Solanum lycopersicum,serine/arginine-rich splicing factor SR30(LOC101257012),Solyc05g008140.3,Solyc05g008140.3.1,,,
101259672,Solyc09g083320.1,Solanum lycopersicum,PRA1 family protein D(LOC101259672),Solyc09g009840.1,Solyc09g009840.1.1,,,
101261965,Solyc10g024470.2,Solanum lycopersicum,chromo domain protein LHP1b(LHP1b),Solyc01g094700.3,Solyc01g094700.3.1,,,
101245036,Solyc12g044300.2,Solanum lycopersicum,malonate--CoA ligase(LOC101245036),Solyc02g067900.3,Solyc02g067900.3.1,,,
101267266,Solyc09g075300.3,Solanum lycopersicum,epoxide hydrolase A(LOC101267266),Solyc02g065650.1,Solyc02g065650.1.1,,,
104649496,Solyc10g005450.2,Solanum lycopersicum,equilibrative nucleotide transporter 3-like(LOC104649496),Solyc03g080050.3,Solyc03g080050.3.1,,,
101245037,Solyc03g082550.3,Solanum lycopersicum,homeobox-leucine zipper protein ATHB-7(LOC101245037),Solyc05g056020.3,Solyc05g056020.3.1,,,
101268597,Solyc08g068840.3,Solanum lycopersicum,uncharacterized LOC101268597(LOC101268597),Solyc08g082440.3,Solyc08g082440.3.1,,,
101268113,Solyc06g071890.3,Solanum lycopersicum,mitochondrial pyruvate carrier 1(LOC101268113),Solyc01g014840.3,Solyc01g014840.3.1,,,
101248549,Solyc12g010390.2,Solanum lycopersicum,transmembrane 9 superfamily member 11-like(LOC101248549),Solyc01g104140.3,Solyc01g104140.3.1,,,
101267269,Solyc01g096460.2,Solanum lycopersicum,U-box domain-containing protein 11(LOC101267269),Solyc10g054910.1,Solyc10g054910.1.1,,,
101249875,Solyc10g078760.2,Solanum lycopersicum,late embryogenesis abundant protein 46-like(LOC101249875),Solyc11g011040.2,Solyc11g011040.2.1,,,
101248545,Solyc02g062385.1,Solanum lycopersicum,GATA transcription factor 5(LOC101248545),Solyc02g071740.3,Solyc02g071740.3.1,,,
101245039,Solyc12g042460.2,Solanum lycopersicum,4-coumarate--CoA ligase-like(LOC101245039),Solyc03g019950.3,Solyc03g019950.3.1,,,
101262819,Solyc06g072740.1,Solanum lycopersicum,inositol-tetrakisphosphate 1-kinase 5(LOC101262819),Solyc03g119970.3,Solyc03g119970.3.1,,,
101248531,Solyc10g081920.2,Solanum lycopersicum,coatomer subunit beta-1(LOC101248531),Solyc03g115230.3,Solyc03g115230.3.1,,,
101267272,Solyc10g007010.1,Solanum lycopersicum,cytochrome c oxidase copper chaperone 1-like(LOC101267272),Solyc06g063320.3,Solyc06g063320.3.1,,,
101245021,Solyc02g072130.3,Solanum lycopersicum,protein transport protein Sec61 subunit alpha(LOC101245021),Solyc08g005960.2,Solyc08g005960.2.1,,,
101267273,Solyc01g106210.3,Solanum lycopersicum,"heat shock 70 kDa protein, mitochondrial(LOC101267273)",Solyc01g106470.3,Solyc01g106470.3.1,,,
101244175,Solyc03g114820.3,Solanum lycopersicum,uncharacterized LOC101244175(LOC101244175),Solyc10g081190.2,Solyc10g081190.2.1,,,
101260638,Solyc05g009630.3,Solanum lycopersicum,putative late blight resistance protein homolog R1B-16(LOC101260638),Solyc02g078015.1,Solyc02g078015.1.1,,,
101247683,Solyc02g080890.3,Solanum lycopersicum,WRKY transcription factor 6(WRKY6),Solyc01g105280.3,Solyc01g105280.3.1,,,
101257483,Solyc07g005090.3,Solanum lycopersicum,class V chitinase(LOC101257483),Solyc11g072740.1,Solyc11g072740.1.1,,,
101256151,Solyc02g071970.1,Solanum lycopersicum,N66 matrix protein(LOC101256151),Solyc01g091460.3,Solyc01g091460.3.1,,,
101257485,Solyc07g053480.3,Solanum lycopersicum,ras-related protein RABA1f(LOC101257485),Solyc01g100760.2,Solyc01g100760.2.1,,,
101259660,Solyc09g015820.3,Solanum lycopersicum,thioredoxin H9(LOC101259660),Solyc01g107740.3,Solyc01g107740.3.1,,,
101258330,Solyc11g068400.2,Solanum lycopersicum,cytochrome b-c1 complex subunit 9(LOC101258330),Solyc12g007300.1,Solyc12g007300.1.1,,,
101259661,Solyc09g011860.3,Solanum lycopersicum,O-fucosyltransferase 19-like(LOC101259661),Solyc04g015160.3,Solyc04g015160.3.1,,,
101245026,Solyc11g070170.2,Solanum lycopersicum,casein kinase 1-like protein HD16(LOC101245026),Solyc04g006960.3,Solyc04g006960.3.1,,,
100037516,Solyc09g061430.3,Solanum lycopersicum,nuclear GTPase-like(LOC100037516),Solyc04g063380.3,Solyc04g063380.3.1,,,
100037515,Solyc04g081530.1,Solanum lycopersicum,DNAJ-like protein(DNAJ),Solyc05g009360.3,Solyc05g009360.3.1,,,
101261972,Solyc10g074920.2,Solanum lycopersicum,"mannan endo-1,4-beta-mannosidase 6(LOC101261972)",Solyc07g066570.3,Solyc07g066570.3.1,,,
101247207,Solyc04g007060.3,Solanum lycopersicum,putative late blight resistance protein homolog R1A-3(NRC4b),Solyc09g060090.3,Solyc09g060090.3.1,,,
101261974,Solyc10g079150.2,Solanum lycopersicum,nuclear transcription factor Y subunit A-7-like(LOC101261974),Solyc10g086510.2,Solyc10g086510.2.1,,,
104648156,Solyc07g008140.3,Solanum lycopersicum,cucumber peeling cupredoxin(LOC104648156),Solyc02g084220.3,Solyc02g084220.3.1,,,
101247205,Solyc04g015570.3,Solanum lycopersicum,stress-associated protein 13(SAP13),Solyc04g080170.3,Solyc04g080170.3.1,,,
101257439,Solyc03g005300.3,Solanum lycopersicum,ADP-ribosylation factor-like protein 5(LOC101257439),Solyc06g051750.3,Solyc06g051750.3.1,,,
101259617,Solyc03g078810.3,Solanum lycopersicum,UDP-glycosyltransferase 76B1-like(LOC101259617),Solyc07g047800.3,Solyc07g047800.3.1,,,
101259617,Solyc03g078780.2,Solanum lycopersicum,UDP-glycosyltransferase 76B1-like(LOC101259617),Solyc01g010480.3,Solyc01g010480.3.1,,,
101267241,Solyc06g050800.3,Solanum lycopersicum,amino acid transporter AVT6C(LOC101267241),Solyc10g012170.3,Solyc10g012170.3.1,,,
101268572,Solyc05g015390.3,Solanum lycopersicum,REF/SRPP-like protein At1g67360(LOC101268572),Solyc04g071980.3,Solyc04g071980.3.1,,,
101255258,Solyc11g008870.2,Solanum lycopersicum,methylenetetrahydrofolate reductase 2(LOC101255258),Solyc06g065050.2,Solyc06g065050.2.1,,,
101259614,Solyc03g034375.1,Solanum lycopersicum,non-specific lipid-transfer protein 2(LOC101259614),Solyc07g051890.1,Solyc07g051890.1.1,,,
101244129,Solyc01g107250.3,Solanum lycopersicum,leucine-rich repeat protein 1-like(LOC101244129),Solyc11g008870.2,Solyc11g008870.2.1,,,
101258760,Solyc06g075400.3,Solanum lycopersicum,V-type proton ATPase subunit a1-like(LOC101258760),Solyc02g085800.1,Solyc02g085800.1.1,,,
101248969,Solyc04g082000.3,Solanum lycopersicum,phospholipase D delta-like(LOC101248969),Solyc01g106510.2,Solyc01g106510.2.1,,,
100736433,Solyc06g076020.3,Solanum lycopersicum,heat shock protein cognate 70(Hsc70.1),Solyc02g093640.3,Solyc02g093640.3.1,,,
100736432,Solyc01g111170.3,Solanum lycopersicum,cyclophilin(CyP),Solyc03g097180.3,Solyc03g097180.3.1,,,
101249818,Solyc04g078680.3,Solanum lycopersicum,probable E3 ubiquitin-protein ligase RHG1A(LOC101249818),Solyc04g076340.3,Solyc04g076340.3.1,,,
101246786,Solyc02g071980.3,Solanum lycopersicum,uncharacterized LOC101246786(LOC101246786),Solyc05g051570.3,Solyc05g051570.3.1,,,
101245454,Solyc04g077050.3,Solanum lycopersicum,amino acid permease 6(LOC101245454),Solyc09g010660.3,Solyc09g010660.3.1,,,
101249812,Solyc03g111870.3,Solanum lycopersicum,E3 ubiquitin-protein ligase RGLG2(LOC101249812),Solyc10g006020.3,Solyc10g006020.3.1,,,
101244123,Solyc01g100320.3,Solanum lycopersicum,protein disulfide-isomerase like 2-1(LOC101244123),Solyc10g074690.2,Solyc10g074690.2.1,,,
101246783,Solyc11g018800.2,Solanum lycopersicum,lignin-forming anionic peroxidase(LOC101246783),Solyc11g066040.2,Solyc11g066040.2.1,,,
101246783,Solyc11g018777.1,Solanum lycopersicum,lignin-forming anionic peroxidase(LOC101246783),Solyc03g007340.3,Solyc03g007340.3.1,,,
100134905,Solyc05g055760.3,Solanum lycopersicum,isopentenyl diphosphate isomerase 2(IDI2),Solyc12g049030.1,Solyc12g049030.1.1,,,
101249811,Solyc03g114160.1,Solanum lycopersicum,U-box domain-containing protein 19-like(LOC101249811),Solyc03g119930.1,Solyc03g119930.1.1,,,
101267253,Solyc07g063620.3,Solanum lycopersicum,uncharacterized LOC101267253(LOC101267253),Solyc03g115610.3,Solyc03g115610.3.1,,,
101255243,Solyc09g082890.2,Solanum lycopersicum,"putative calcium-transporting ATPase 13, plasma membrane-type(LOC101255243)",Solyc04g077580.3,Solyc04g077580.3.1,,,
101257420,Solyc02g091430.3,Solanum lycopersicum,U-box domain-containing protein 2(LOC101257420),Solyc07g061800.3,Solyc07g061800.3.1,,,
101253066,Solyc03g083460.3,Solanum lycopersicum,RING-H2 finger protein ATL22(LOC101253066),Solyc09g074680.3,Solyc09g074680.3.1,,,
101259605,Solyc11g068440.2,Solanum lycopersicum,"glucan endo-1,3-beta-glucosidase 14(LOC101259605)",Solyc01g091470.3,Solyc01g091470.3.1,,,
101254394,Solyc06g075780.2,Solanum lycopersicum,zinc finger protein ZAT1(LOC101254394),Solyc03g031750.2,Solyc03g031750.2.1,,,
101256571,Solyc03g097070.3,Solanum lycopersicum,TOM1-like protein 1(LOC101256571),Solyc05g009390.3,Solyc05g009390.3.1,,,
101267254,Solyc08g006470.3,Solanum lycopersicum,cytoplasmic 60S subunit biogenesis factor REI1 homolog 1(LOC101267254),Solyc06g075650.3,Solyc06g075650.3.1,,,
606711,Solyc04g079730.1,Solanum lycopersicum,allene oxide synthase(aos),Solyc07g006145.1,Solyc07g006145.1.1,,,
101245444,Solyc12g099100.2,Solanum lycopersicum,"dihydrolipoyl dehydrogenase, mitochondrial(LOC101245444)",Solyc01g080020.2,Solyc01g080020.2.1,,,
101249802,Solyc12g056990.1,Solanum lycopersicum,cation channel sperm-associated protein 2-like(LOC101249802),Solyc05g005750.3,Solyc05g005750.3.1,,,
100134911,Solyc12g009220.2,Solanum lycopersicum,jasmonate ZIM-domain protein 2(JAZ2),Solyc06g076950.3,Solyc06g076950.3.1,,,
606712,Solyc05g051200.1,Solanum lycopersicum,ethylene-responsive transcription factor 1(LOC606712),Solyc06g069710.3,Solyc06g069710.3.1,,,
101261951,Solyc01g059930.3,Solanum lycopersicum,universal stress protein PHOS32(LOC101261951),Solyc04g071990.3,Solyc04g071990.3.1,,,
101261913,Solyc04g064740.3,Solanum lycopersicum,protein trichome berefringence-like 7(LOC101261913),Solyc07g008560.3,Solyc07g008560.3.1,,,
101265046,Solyc07g062620.3,Solanum lycopersicum,cold-responsive protein kinase 1-like(LOC101265046),Solyc09g075890.3,Solyc09g075890.3.1,,,
101258780,Solyc09g075750.1,Solanum lycopersicum,probable membrane-associated kinase regulator 1(LOC101258780),Solyc02g089060.3,Solyc02g089060.3.1,,,
101258781,Solyc09g074560.3,Solanum lycopersicum,zinc finger protein CONSTANS-LIKE 13(LOC101258781),Solyc02g063250.3,Solyc02g063250.3.1,,,
101256120,Solyc09g061230.3,Solanum lycopersicum,cytochrome b5(LOC101256120),Solyc05g006980.3,Solyc05g006980.3.1,,,
100736451,Solyc09g091030.3,Solanum lycopersicum,beta-amylase(BAM1),Solyc06g065100.3,Solyc06g065100.3.1,,,
101261922,Solyc05g051220.3,Solanum lycopersicum,potassium channel SKOR-like(LOC101261922),Solyc08g075230.1,Solyc08g075230.1.1,,,
101267225,Solyc04g054760.3,Solanum lycopersicum,uncharacterized LOC101267225(LOC101267225),Solyc10g008730.3,Solyc10g008730.3.1,,,
101246328,Solyc03g123600.3,Solanum lycopersicum,alanine aminotransferase 2-like(LOC101246328),Solyc03g079980.2,Solyc03g079980.2.1,,,
101247659,Solyc09g082230.1,Solanum lycopersicum,uncharacterized N-acetyltransferase p20-like(LOC101247659),Solyc03g097840.3,Solyc03g097840.3.1,,,
101248971,Solyc05g005280.3,Solanum lycopersicum,probable inactive poly [ADP-ribose] polymerase SRO2(LOC101248971),Solyc12g099770.2,Solyc12g099770.2.1,,,
101245462,Solyc06g007320.3,Solanum lycopersicum,ubiquitin-activating enzyme E1 1(LOC101245462),Solyc10g006480.2,Solyc10g006480.2.1,,,
101268561,Solyc03g113380.3,Solanum lycopersicum,pentatricopeptide repeat-containing protein At1g74750-like(LOC101268561),Solyc02g071780.3,Solyc02g071780.3.1,,,
101257443,Solyc12g017460.1,Solanum lycopersicum,GDSL esterase/lipase At5g03980(LOC101257443),Solyc04g072000.3,Solyc04g072000.3.1,,,
101253087,Solyc05g056080.3,Solanum lycopersicum,uncharacterized LOC101253087(LOC101253087),Solyc06g049070.3,Solyc06g049070.3.1,,,
101258773,Solyc08g081030.1,Solanum lycopersicum,"5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase, chloroplastic(LOC101258773)",Solyc09g061230.3,Solyc09g061230.3.1,,,
